satisfaction,Gender,CustomerType,Age,TypeofTravel,Class,FlightDistance,DepartureDelayinMinutes,ArrivalDelayinMinutes
dissatisfied,Male,LoyalCustomer,23,Businesstravel,Business,2982,0,0
dissatisfied,Female,LoyalCustomer,52,Businesstravel,Business,1515,0,0
dissatisfied,Female,LoyalCustomer,47,Businesstravel,Business,1524,0,0
satisfied,Male,LoyalCustomer,32,Businesstravel,Business,2647,3,0
dissatisfied,Male,LoyalCustomer,44,Businesstravel,Business,1517,7,0
dissatisfied,Male,LoyalCustomer,37,Businesstravel,Business,1525,0,0
satisfied,Female,LoyalCustomer,28,Businesstravel,Business,2774,8,0
dissatisfied,Male,LoyalCustomer,55,Businesstravel,Business,1494,0,0
dissatisfied,Male,LoyalCustomer,30,Businesstravel,Business,2674,0,0
satisfied,Female,LoyalCustomer,38,Businesstravel,Business,1476,6,0
satisfied,Female,LoyalCustomer,24,Businesstravel,Business,2502,0,0
dissatisfied,Male,LoyalCustomer,37,Businesstravel,Business,1495,26,0
satisfied,Female,LoyalCustomer,43,Businesstravel,Business,1453,0,0
dissatisfied,Male,LoyalCustomer,56,Businesstravel,Business,1450,0,0
satisfied,Male,LoyalCustomer,53,Businesstravel,Business,1445,0,0
dissatisfied,Male,LoyalCustomer,45,Businesstravel,Business,1462,0,0
dissatisfied,Female,LoyalCustomer,57,Businesstravel,Eco,405,0,0
dissatisfied,Male,LoyalCustomer,57,Businesstravel,Eco,3284,0,0
satisfied,Female,LoyalCustomer,57,Businesstravel,Eco,509,0,0
dissatisfied,Female,LoyalCustomer,57,Businesstravel,Eco,550,8,0
satisfied,Female,LoyalCustomer,57,Businesstravel,Eco,419,3,0
dissatisfied,Female,LoyalCustomer,56,Businesstravel,Eco,1575,0,0
dissatisfied,Male,LoyalCustomer,56,Businesstravel,Eco,1058,0,0
satisfied,Female,LoyalCustomer,56,Businesstravel,Eco,446,0,0
dissatisfied,Female,LoyalCustomer,56,Businesstravel,Eco,368,0,0
dissatisfied,Female,LoyalCustomer,56,Businesstravel,Eco,99,0,0
dissatisfied,Female,LoyalCustomer,44,Businesstravel,Business,1449,0,0
dissatisfied,Female,LoyalCustomer,59,Businesstravel,Business,1415,0,0
satisfied,Female,LoyalCustomer,27,Businesstravel,Business,2107,10,0
satisfied,Female,LoyalCustomer,41,Businesstravel,Business,1436,0,0
satisfied,Female,LoyalCustomer,16,Businesstravel,Business,3093,5,0
satisfied,Male,LoyalCustomer,40,Businesstravel,Business,1424,4,0
dissatisfied,Female,LoyalCustomer,53,Businesstravel,Business,1395,0,0
satisfied,Male,LoyalCustomer,49,Businesstravel,Business,1408,0,0
satisfied,Female,LoyalCustomer,22,Businesstravel,Business,2826,0,0
satisfied,Male,LoyalCustomer,30,Businesstravel,Business,2594,0,0
satisfied,Female,LoyalCustomer,38,Businesstravel,Business,1365,6,0
dissatisfied,Female,LoyalCustomer,28,Businesstravel,Business,3627,0,0
satisfied,Male,LoyalCustomer,51,Businesstravel,Business,1349,0,0
satisfied,Female,LoyalCustomer,42,Businesstravel,Business,3773,0,0
dissatisfied,Female,LoyalCustomer,10,Businesstravel,Business,2450,0,0
satisfied,Female,LoyalCustomer,43,Businesstravel,Business,1300,0,0
dissatisfied,Male,LoyalCustomer,43,Businesstravel,Business,1729,16,0
dissatisfied,Female,LoyalCustomer,72,Businesstravel,Business,1316,0,0
dissatisfied,Male,LoyalCustomer,60,Businesstravel,Business,1304,10,0
dissatisfied,Male,LoyalCustomer,42,Businesstravel,Business,1288,0,0
satisfied,Male,LoyalCustomer,42,Businesstravel,Business,1321,0,0
satisfied,Female,LoyalCustomer,39,Businesstravel,Business,2205,3,0
satisfied,Male,LoyalCustomer,40,Businesstravel,Business,2221,0,0
satisfied,Female,LoyalCustomer,57,Businesstravel,Business,2360,0,0
dissatisfied,Male,LoyalCustomer,61,Businesstravel,Business,1260,17,0
satisfied,Female,LoyalCustomer,44,Businesstravel,Business,1267,0,0
dissatisfied,Male,LoyalCustomer,27,Businesstravel,Business,4975,0,0
dissatisfied,Male,LoyalCustomer,26,Businesstravel,Business,4858,0,0
dissatisfied,Female,LoyalCustomer,56,Businesstravel,Eco,1086,0,0
dissatisfied,Male,LoyalCustomer,56,Businesstravel,Eco,2232,0,0
dissatisfied,Male,LoyalCustomer,56,Businesstravel,Eco,1857,0,0
dissatisfied,Female,LoyalCustomer,56,Businesstravel,Eco,627,0,0
dissatisfied,Male,LoyalCustomer,55,Businesstravel,Eco,3517,0,0
dissatisfied,Female,LoyalCustomer,55,Businesstravel,Eco,1176,0,0
dissatisfied,Female,LoyalCustomer,55,Businesstravel,EcoPlus,857,4,0
dissatisfied,Male,LoyalCustomer,55,Businesstravel,Eco,1748,0,0
dissatisfied,Female,LoyalCustomer,55,Businesstravel,Eco,378,0,0
dissatisfied,Male,LoyalCustomer,55,Businesstravel,EcoPlus,1423,0,0
dissatisfied,Female,LoyalCustomer,55,Businesstravel,Eco,213,0,0
dissatisfied,Male,LoyalCustomer,55,Businesstravel,EcoPlus,1554,0,0
satisfied,Male,LoyalCustomer,55,Businesstravel,EcoPlus,1603,0,0
dissatisfied,Female,LoyalCustomer,38,Businesstravel,Business,1287,0,0
dissatisfied,Female,LoyalCustomer,37,Businesstravel,Business,1299,0,0
satisfied,Male,LoyalCustomer,44,Businesstravel,Business,2639,11,0
dissatisfied,Male,LoyalCustomer,41,Businesstravel,Business,1290,0,0
satisfied,Male,LoyalCustomer,34,Businesstravel,Business,1260,0,0
dissatisfied,Female,LoyalCustomer,32,Businesstravel,Business,2663,4,0
dissatisfied,Male,LoyalCustomer,51,Businesstravel,Business,1257,13,0
dissatisfied,Male,LoyalCustomer,39,Businesstravel,Business,3065,0,0
dissatisfied,Male,LoyalCustomer,58,Businesstravel,Business,1648,0,0
satisfied,Female,LoyalCustomer,46,Businesstravel,Business,1280,0,0
satisfied,Female,LoyalCustomer,44,Businesstravel,Business,2702,5,0
dissatisfied,Male,LoyalCustomer,37,Businesstravel,Business,3830,2,0
dissatisfied,Female,LoyalCustomer,60,Businesstravel,Business,3615,0,0
dissatisfied,Female,LoyalCustomer,49,Businesstravel,Business,3119,0,0
satisfied,Female,LoyalCustomer,53,Businesstravel,Business,2802,0,0
dissatisfied,Female,LoyalCustomer,16,Businesstravel,Business,2846,0,0
dissatisfied,Male,LoyalCustomer,53,Businesstravel,Business,1691,7,0
dissatisfied,Female,LoyalCustomer,36,Businesstravel,Business,1241,0,0
dissatisfied,Male,LoyalCustomer,52,Businesstravel,Business,3535,0,0
dissatisfied,Male,LoyalCustomer,60,Businesstravel,Business,4009,0,0
dissatisfied,Female,LoyalCustomer,54,Businesstravel,Business,1221,0,0
satisfied,Male,LoyalCustomer,35,Businesstravel,Business,1239,0,0
dissatisfied,Male,LoyalCustomer,31,Businesstravel,Business,3095,0,0
dissatisfied,Male,LoyalCustomer,41,Businesstravel,Business,2024,0,0
dissatisfied,Male,LoyalCustomer,47,Businesstravel,Business,1233,10,0
dissatisfied,Female,LoyalCustomer,41,Businesstravel,Business,3243,0,0
dissatisfied,Male,LoyalCustomer,45,Businesstravel,Business,1561,0,0
dissatisfied,Female,LoyalCustomer,51,Businesstravel,Business,1739,0,0
dissatisfied,Male,LoyalCustomer,47,Businesstravel,Business,3215,6,0
dissatisfied,Female,LoyalCustomer,54,Businesstravel,Business,3290,0,0
dissatisfied,Female,LoyalCustomer,34,Businesstravel,Business,1213,11,0
dissatisfied,Female,LoyalCustomer,48,Businesstravel,Business,1216,0,0
satisfied,Male,LoyalCustomer,46,Businesstravel,Business,3174,0,0
satisfied,Male,LoyalCustomer,41,Businesstravel,Business,3331,0,0
dissatisfied,Female,LoyalCustomer,55,Businesstravel,Eco,668,0,0
dissatisfied,Male,LoyalCustomer,55,Businesstravel,Eco,1899,0,0
satisfied,Female,LoyalCustomer,55,Businesstravel,Eco,1235,0,0
dissatisfied,Male,LoyalCustomer,54,Businesstravel,EcoPlus,2775,0,0
dissatisfied,Male,LoyalCustomer,54,Businesstravel,Eco,2776,0,0
dissatisfied,Female,LoyalCustomer,54,Businesstravel,EcoPlus,1159,0,0
dissatisfied,Male,LoyalCustomer,54,Businesstravel,Eco,2484,18,0
dissatisfied,Female,LoyalCustomer,54,Businesstravel,Eco,681,0,0
dissatisfied,Male,LoyalCustomer,54,Businesstravel,Eco,2270,0,0
dissatisfied,Female,LoyalCustomer,54,Businesstravel,EcoPlus,526,0,0
dissatisfied,Male,LoyalCustomer,54,Businesstravel,Eco,1289,0,0
dissatisfied,Female,LoyalCustomer,54,Businesstravel,EcoPlus,325,0,0
dissatisfied,Male,LoyalCustomer,54,Businesstravel,Eco,1642,0,0
dissatisfied,Female,LoyalCustomer,25,Businesstravel,Business,2867,0,0
dissatisfied,Female,LoyalCustomer,69,Businesstravel,Business,1565,6,0
dissatisfied,Male,LoyalCustomer,46,Businesstravel,Business,1205,0,0
satisfied,Female,LoyalCustomer,46,Businesstravel,Business,1740,0,0
satisfied,Male,LoyalCustomer,42,Businesstravel,Business,1655,0,0
satisfied,Male,LoyalCustomer,39,Businesstravel,Business,1178,0,0
dissatisfied,Male,LoyalCustomer,43,Businesstravel,Business,1163,0,0
dissatisfied,Female,LoyalCustomer,30,Businesstravel,Business,3829,0,0
dissatisfied,Male,LoyalCustomer,49,Businesstravel,Business,3376,0,0
dissatisfied,Female,LoyalCustomer,25,Businesstravel,Business,4953,0,0
satisfied,Female,LoyalCustomer,60,Businesstravel,Business,3440,0,0
dissatisfied,Male,LoyalCustomer,20,Businesstravel,Business,2360,0,0
satisfied,Female,LoyalCustomer,42,Businesstravel,Business,2628,0,0
dissatisfied,Female,LoyalCustomer,17,Businesstravel,Business,3791,0,0
dissatisfied,Male,LoyalCustomer,65,Businesstravel,Business,3559,0,0
satisfied,Female,LoyalCustomer,41,Businesstravel,Business,1149,0,0
satisfied,Female,LoyalCustomer,30,Businesstravel,Business,5110,0,0
dissatisfied,Female,LoyalCustomer,30,Businesstravel,Business,3266,0,0
dissatisfied,Female,LoyalCustomer,55,Businesstravel,Business,2245,0,0
dissatisfied,Female,LoyalCustomer,30,Businesstravel,Business,2722,0,0
dissatisfied,Male,LoyalCustomer,43,Businesstravel,Business,3112,0,0
satisfied,Male,LoyalCustomer,80,Businesstravel,Business,2465,12,0
dissatisfied,Male,LoyalCustomer,22,Businesstravel,Business,2394,0,0
dissatisfied,Female,LoyalCustomer,58,Businesstravel,Business,3796,0,0
dissatisfied,Female,LoyalCustomer,54,Businesstravel,Business,3932,0,0
satisfied,Male,LoyalCustomer,47,Businesstravel,Business,3068,0,0
satisfied,Male,LoyalCustomer,40,Businesstravel,Business,1105,0,0
dissatisfied,Male,LoyalCustomer,54,Businesstravel,Eco,1664,0,0
dissatisfied,Female,LoyalCustomer,54,Businesstravel,Eco,1513,0,0
satisfied,Female,LoyalCustomer,54,Businesstravel,Eco,970,0,0
dissatisfied,Male,LoyalCustomer,54,Businesstravel,Eco,2012,0,0
dissatisfied,Male,LoyalCustomer,53,Businesstravel,Eco,2090,0,0
dissatisfied,Male,LoyalCustomer,53,Businesstravel,Eco,1664,0,0
dissatisfied,Female,LoyalCustomer,53,Businesstravel,Eco,509,0,0
dissatisfied,Female,LoyalCustomer,53,Businesstravel,EcoPlus,364,0,0
dissatisfied,Male,LoyalCustomer,53,Businesstravel,Eco,1172,0,0
dissatisfied,Female,LoyalCustomer,53,Businesstravel,Eco,280,0,0
dissatisfied,Male,LoyalCustomer,53,Businesstravel,Eco,1191,0,0
satisfied,Male,LoyalCustomer,32,Businesstravel,Business,3531,0,0
satisfied,Male,LoyalCustomer,46,Businesstravel,Business,3667,1,0
dissatisfied,Female,LoyalCustomer,37,Businesstravel,Business,1675,0,0
dissatisfied,Female,LoyalCustomer,7,Businesstravel,Business,4488,0,0
dissatisfied,Female,LoyalCustomer,38,Businesstravel,Business,2660,0,0
satisfied,Male,LoyalCustomer,56,Businesstravel,Business,1091,0,0
satisfied,Female,LoyalCustomer,40,Businesstravel,Business,3386,0,0
satisfied,Male,LoyalCustomer,30,Businesstravel,Business,5349,0,0
dissatisfied,Male,LoyalCustomer,51,Businesstravel,Business,2735,0,0
dissatisfied,Female,LoyalCustomer,76,Businesstravel,Business,1636,3,0
dissatisfied,Male,LoyalCustomer,61,Businesstravel,Business,3324,0,0
satisfied,Female,LoyalCustomer,25,Businesstravel,Business,4133,0,0
satisfied,Male,LoyalCustomer,46,Businesstravel,Business,1115,0,0
dissatisfied,Female,LoyalCustomer,44,Businesstravel,Business,1103,0,0
satisfied,Female,LoyalCustomer,40,Businesstravel,Business,2599,0,0
dissatisfied,Female,LoyalCustomer,30,Businesstravel,Business,3812,0,0
dissatisfied,Female,LoyalCustomer,26,Businesstravel,Business,2343,11,0
dissatisfied,Male,LoyalCustomer,26,Businesstravel,Business,4472,0,0
dissatisfied,Female,LoyalCustomer,38,Businesstravel,Business,1070,0,0
dissatisfied,Male,LoyalCustomer,35,Businesstravel,Business,1068,0,0
satisfied,Male,LoyalCustomer,48,Businesstravel,Business,2664,0,0
satisfied,Female,LoyalCustomer,26,Businesstravel,Business,2306,4,0
dissatisfied,Male,LoyalCustomer,39,Businesstravel,Business,1066,0,0
dissatisfied,Female,LoyalCustomer,56,Businesstravel,Business,1099,0,0
dissatisfied,Male,LoyalCustomer,39,Businesstravel,Business,1095,0,0
satisfied,Female,LoyalCustomer,34,Businesstravel,Business,4041,4,0
dissatisfied,Male,LoyalCustomer,39,Businesstravel,Business,3420,0,0
dissatisfied,Male,LoyalCustomer,44,Businesstravel,Business,2265,0,0
satisfied,Female,LoyalCustomer,43,Businesstravel,Business,1093,2,0
dissatisfied,Male,LoyalCustomer,53,Businesstravel,Business,1081,0,0
dissatisfied,Female,LoyalCustomer,50,Businesstravel,Business,1073,0,0
dissatisfied,Female,LoyalCustomer,46,Businesstravel,Business,2797,0,0
dissatisfied,Female,LoyalCustomer,15,Businesstravel,Business,5160,0,0
dissatisfied,Male,LoyalCustomer,35,Businesstravel,Business,2773,2,0
satisfied,Female,LoyalCustomer,29,Businesstravel,Business,3599,0,0
satisfied,Male,LoyalCustomer,49,Businesstravel,Business,1082,0,0
dissatisfied,Female,LoyalCustomer,38,Businesstravel,Business,1617,0,0
dissatisfied,Male,LoyalCustomer,35,Businesstravel,Business,1072,0,0
dissatisfied,Female,LoyalCustomer,29,Businesstravel,Business,3399,0,0
dissatisfied,Female,LoyalCustomer,61,Businesstravel,Business,2670,9,0
dissatisfied,Male,LoyalCustomer,53,Businesstravel,Eco,2404,1,0
dissatisfied,Female,LoyalCustomer,53,Businesstravel,Eco,995,0,0
dissatisfied,Male,LoyalCustomer,52,Businesstravel,Eco,3185,0,0
dissatisfied,Female,LoyalCustomer,52,Businesstravel,Eco,1058,0,0
dissatisfied,Female,LoyalCustomer,52,Businesstravel,Eco,995,0,0
satisfied,Female,LoyalCustomer,52,Businesstravel,Eco,712,0,0
dissatisfied,Female,LoyalCustomer,52,Businesstravel,Eco,518,0,0
dissatisfied,Female,LoyalCustomer,52,Businesstravel,Eco,400,0,0
dissatisfied,Male,LoyalCustomer,52,Businesstravel,EcoPlus,1639,0,0
dissatisfied,Female,LoyalCustomer,52,Businesstravel,EcoPlus,347,0,0
dissatisfied,Female,LoyalCustomer,52,Businesstravel,Eco,357,0,0
dissatisfied,Male,LoyalCustomer,52,Businesstravel,Eco,1944,0,0
satisfied,Female,LoyalCustomer,52,Businesstravel,Eco,238,0,0
dissatisfied,Female,LoyalCustomer,52,Businesstravel,Eco,88,0,0
satisfied,Male,LoyalCustomer,58,Businesstravel,Business,1955,0,0
satisfied,Female,LoyalCustomer,52,Businesstravel,Business,3077,0,0
satisfied,Male,LoyalCustomer,50,Businesstravel,Business,3239,0,0
satisfied,Female,LoyalCustomer,43,Businesstravel,Business,1049,0,0
dissatisfied,Male,LoyalCustomer,64,Businesstravel,Business,3751,0,0
satisfied,Male,LoyalCustomer,50,Businesstravel,Business,3481,0,0
dissatisfied,Male,LoyalCustomer,40,Businesstravel,Business,1032,0,0
dissatisfied,Female,LoyalCustomer,30,Businesstravel,Business,1910,1,0
dissatisfied,Female,LoyalCustomer,27,Businesstravel,Business,4464,0,0
satisfied,Male,LoyalCustomer,22,Businesstravel,Business,4644,0,0
satisfied,Female,LoyalCustomer,54,Businesstravel,Business,2827,0,0
dissatisfied,Male,LoyalCustomer,37,Businesstravel,Business,1910,0,0
satisfied,Female,LoyalCustomer,49,Businesstravel,Business,2082,0,0
dissatisfied,Male,LoyalCustomer,48,Businesstravel,Business,3925,0,0
satisfied,Male,LoyalCustomer,43,Businesstravel,Business,1035,0,0
satisfied,Female,LoyalCustomer,48,Businesstravel,Business,1011,0,0
satisfied,Female,LoyalCustomer,24,Businesstravel,Business,1948,0,0
dissatisfied,Male,LoyalCustomer,68,Businesstravel,Business,2612,1,0
dissatisfied,Male,LoyalCustomer,57,Businesstravel,Business,3169,12,0
dissatisfied,Male,LoyalCustomer,31,Businesstravel,Business,4706,0,0
satisfied,Male,LoyalCustomer,51,Businesstravel,Business,1867,0,0
dissatisfied,Female,LoyalCustomer,29,Businesstravel,Business,2237,0,0
satisfied,Female,LoyalCustomer,25,Businesstravel,Business,2094,5,0
satisfied,Female,LoyalCustomer,36,Businesstravel,Business,1556,0,0
dissatisfied,Male,LoyalCustomer,25,Businesstravel,Business,2129,0,0
dissatisfied,Male,LoyalCustomer,61,Businesstravel,Business,3763,0,0
dissatisfied,Male,LoyalCustomer,12,Businesstravel,Business,2939,0,0
satisfied,Male,LoyalCustomer,57,Businesstravel,Business,1813,0,0
satisfied,Female,LoyalCustomer,49,Businesstravel,Business,1013,0,0
satisfied,Female,LoyalCustomer,43,Businesstravel,Business,1005,0,0
dissatisfied,Male,LoyalCustomer,35,Businesstravel,Business,3763,3,0
dissatisfied,Male,LoyalCustomer,30,Businesstravel,Business,3726,0,0
dissatisfied,Female,LoyalCustomer,8,Businesstravel,Business,5037,0,0
satisfied,Female,LoyalCustomer,37,Businesstravel,Business,1030,0,0
dissatisfied,Female,LoyalCustomer,44,Businesstravel,Business,3265,0,0
satisfied,Male,LoyalCustomer,31,Businesstravel,Business,3243,0,0
dissatisfied,Female,LoyalCustomer,72,Businesstravel,Business,1973,0,0
dissatisfied,Female,LoyalCustomer,52,Businesstravel,Eco,733,4,0
dissatisfied,Male,LoyalCustomer,52,Businesstravel,Eco,4078,0,0
dissatisfied,Female,LoyalCustomer,52,Businesstravel,Eco,1539,2,0
dissatisfied,Female,LoyalCustomer,52,Businesstravel,Eco,339,0,0
dissatisfied,Female,LoyalCustomer,52,Businesstravel,Eco,583,0,0
dissatisfied,Male,LoyalCustomer,51,Businesstravel,Eco,1984,0,0
satisfied,Female,LoyalCustomer,51,Businesstravel,EcoPlus,977,0,0
dissatisfied,Female,LoyalCustomer,51,Businesstravel,Eco,675,2,0
dissatisfied,Female,LoyalCustomer,51,Businesstravel,EcoPlus,519,0,0
dissatisfied,Female,LoyalCustomer,51,Businesstravel,Eco,493,9,0
dissatisfied,Female,LoyalCustomer,51,Businesstravel,Eco,430,0,0
dissatisfied,Male,LoyalCustomer,51,Businesstravel,Eco,2006,0,0
dissatisfied,Female,LoyalCustomer,51,Businesstravel,Eco,362,0,0
dissatisfied,Female,LoyalCustomer,51,Businesstravel,Eco,251,0,0
dissatisfied,Female,LoyalCustomer,51,Businesstravel,Eco,213,0,0
dissatisfied,Male,LoyalCustomer,51,Businesstravel,Eco,1332,0,0
dissatisfied,Female,LoyalCustomer,13,Businesstravel,Business,5145,0,0
satisfied,Male,LoyalCustomer,60,Businesstravel,Business,1589,0,0
satisfied,Male,LoyalCustomer,35,Businesstravel,Business,1784,0,0
dissatisfied,Female,LoyalCustomer,69,Businesstravel,Business,2698,7,0
satisfied,Female,LoyalCustomer,32,Businesstravel,Business,5078,0,0
satisfied,Female,LoyalCustomer,59,Businesstravel,Business,3205,0,0
dissatisfied,Male,LoyalCustomer,44,Businesstravel,Business,3890,0,0
dissatisfied,Male,LoyalCustomer,32,Businesstravel,Business,1868,0,0
satisfied,Male,LoyalCustomer,23,Businesstravel,Business,2699,0,0
dissatisfied,Female,LoyalCustomer,28,Businesstravel,Business,2324,0,0
dissatisfied,Male,LoyalCustomer,23,Businesstravel,Business,3958,0,0
satisfied,Male,LoyalCustomer,50,Businesstravel,Business,1003,0,0
dissatisfied,Female,LoyalCustomer,56,Businesstravel,Business,2393,0,0
satisfied,Male,LoyalCustomer,48,Businesstravel,Business,3485,0,0
satisfied,Male,LoyalCustomer,52,Businesstravel,Business,1005,0,0
satisfied,Female,LoyalCustomer,47,Businesstravel,Business,1000,0,0
dissatisfied,Female,LoyalCustomer,48,Businesstravel,Business,1667,0,0
dissatisfied,Male,LoyalCustomer,54,Businesstravel,Business,976,0,0
dissatisfied,Male,LoyalCustomer,54,Businesstravel,Business,1627,0,0
satisfied,Male,LoyalCustomer,50,Businesstravel,Business,986,0,0
dissatisfied,Female,LoyalCustomer,47,Businesstravel,Business,1745,4,0
dissatisfied,Female,LoyalCustomer,29,Businesstravel,Business,3174,12,0
satisfied,Female,LoyalCustomer,22,Businesstravel,Business,5510,0,0
satisfied,Male,LoyalCustomer,53,Businesstravel,Business,3298,1,0
satisfied,Female,LoyalCustomer,48,Businesstravel,Business,978,0,0
satisfied,Female,LoyalCustomer,27,Businesstravel,Business,1821,0,0
satisfied,Male,LoyalCustomer,54,Businesstravel,Business,959,0,0
satisfied,Male,LoyalCustomer,27,Businesstravel,Business,2265,0,0
dissatisfied,Male,LoyalCustomer,21,Businesstravel,Business,2216,0,0
dissatisfied,Female,LoyalCustomer,23,Businesstravel,Business,4177,0,0
dissatisfied,Female,LoyalCustomer,52,Businesstravel,Business,2573,0,0
dissatisfied,Female,LoyalCustomer,48,Businesstravel,Business,3294,0,0
dissatisfied,Male,LoyalCustomer,26,Businesstravel,Business,3521,0,0
dissatisfied,Female,LoyalCustomer,26,Businesstravel,Business,2607,0,0
dissatisfied,Female,LoyalCustomer,63,Businesstravel,Business,963,0,0
satisfied,Female,LoyalCustomer,47,Businesstravel,Business,1578,0,0
satisfied,Female,LoyalCustomer,42,Businesstravel,Business,994,7,0
satisfied,Female,LoyalCustomer,51,Businesstravel,Eco,1128,2,0
dissatisfied,Male,LoyalCustomer,51,Businesstravel,Eco,2564,0,0
dissatisfied,Female,LoyalCustomer,51,Businesstravel,Eco,631,0,0
dissatisfied,Male,LoyalCustomer,51,Businesstravel,Eco,2471,0,0
satisfied,Female,LoyalCustomer,51,Businesstravel,Eco,236,0,0
